time,dmm_a,lag_ms,rms_lsb,gain,flag,current_ma,status,addr,mean,pp,extra,raw
2026-08-01T10:04:52.536,1.045220,252,617.11,1,OK,1308,NORMAL,6,1277,1902,"METER_TEST,METER_CAL","METER_TEST,ADDR=6,CURRENT_MA=1308,STATUS=NORMAL | METER_CAL,ADDR=6,RMS=617.11,GAIN=1,FLAG=OK,MEAN=1277,PP=1902"
2026-08-01T10:04:54.006,0.601294,252,254.32,1,OK,534,NORMAL,6,557,841,"METER_TEST,METER_CAL","METER_TEST,ADDR=6,CURRENT_MA=534,STATUS=NORMAL | METER_CAL,ADDR=6,RMS=254.32,GAIN=1,FLAG=OK,MEAN=557,PP=841"
2026-08-01T10:04:58.206,0.589676,252,253.14,1,OK,532,NORMAL,6,555,824,"R_TEST,METER_CAL","R_TEST,ADDR=6,CURRENT_MA=532,STATUS=NORMAL | METER_CAL,ADDR=6,RMS=253.14,GAIN=1,FLAG=OK,MEAN=555,PP=824"
2026-08-01T10:05:05.469,0.482509,252,225.09,1,OK,479,NORMAL,6,493,747,"METER_CAL,METER_TEST","METER_CAL,ADDR=6,RMS=225.09,GAIN=1,FLAG=OK,MEAN=493,PP=747 | METER_TEST,ADDR=6,CURRENT_MA=479,STATUS=NORMAL"
2026-08-01T10:05:06.939,0.479557,251,193.65,1,BAD_INPUT,,,6,419,637,METER_CAL,"METER_CAL,ADDR=6,RMS=193.65,GAIN=1,FLAG=BAD_INPUT,MEAN=419,PP=637"
2026-08-01T10:05:14.168,0.396784,251,173.21,1,OK,346,NORMAL,6,374,571,"METER_CAL,METER_TEST","METER_CAL,ADDR=6,RMS=173.21,GAIN=1,FLAG=OK,MEAN=374,PP=571 | METER_TEST,ADDR=6,CURRENT_MA=346,STATUS=NORMAL"
2026-08-01T10:05:15.637,0.394350,252,161.73,1,BAD_INPUT,,,6,341,506,METER_CAL,"METER_CAL,ADDR=6,RMS=161.73,GAIN=1,FLAG=BAD_INPUT,MEAN=341,PP=506"
2026-08-01T10:05:22.868,0.393907,252,161.75,1,OK,354,NORMAL,6,342,501,"METER_CAL,METER_TEST","METER_CAL,ADDR=6,RMS=161.75,GAIN=1,FLAG=OK,MEAN=342,PP=501 | METER_TEST,ADDR=6,CURRENT_MA=354,STATUS=NORMAL"
2026-08-01T10:14:16.113,0.294136,5,110.69,1,OK,253,NORMAL,6,235,351,"METER_TEST,METER_CAL,IMHERE","METER_TEST,ADDR=6,CURRENT_MA=253,STATUS=NORMAL | METER_CAL,ADDR=6,RMS=110.69,GAIN=1,FLAG=OK,MEAN=235,PP=351 | IMHERE,ADDR=6"
2026-08-01T10:14:16.716,0.294124,222,111.04,1,OK,254,NORMAL,6,234,347,"METER_TEST,METER_CAL","METER_TEST,ADDR=6,CURRENT_MA=254,STATUS=NORMAL | METER_CAL,ADDR=6,RMS=111.04,GAIN=1,FLAG=OK,MEAN=234,PP=347"
2026-08-01T10:14:18.269,0.294563,3,111.01,1,OK,254,NORMAL,6,235,342,"METER_TEST,METER_CAL","METER_TEST,ADDR=6,CURRENT_MA=254,STATUS=NORMAL | METER_CAL,ADDR=6,RMS=111.01,GAIN=1,FLAG=OK,MEAN=235,PP=342"
2026-08-01T10:14:28.923,0.342208,3,110.78,1,OK,253,NORMAL,6,235,347,"METER_TEST,METER_CAL,IMHERE","METER_TEST,ADDR=6,CURRENT_MA=253,STATUS=NORMAL | METER_CAL,ADDR=6,RMS=110.78,GAIN=1,FLAG=OK,MEAN=235,PP=347 | IMHERE,ADDR=6"
2026-08-01T10:14:29.525,0.344512,219,110.34,1,OK,252,NORMAL,6,230,336,"METER_TEST,METER_CAL","METER_TEST,ADDR=6,CURRENT_MA=252,STATUS=NORMAL | METER_CAL,ADDR=6,RMS=110.34,GAIN=1,FLAG=OK,MEAN=230,PP=336"
2026-08-01T10:14:31.048,0.344531,3,137.08,1,BAD_INPUT,,,6,287,430,METER_CAL,"METER_CAL,ADDR=6,RMS=137.08,GAIN=1,FLAG=BAD_INPUT,MEAN=287,PP=430"
2026-08-01T10:14:41.731,0.563266,3,138.47,1,OK,307,NORMAL,6,292,438,"METER_TEST,METER_CAL,IMHERE","METER_TEST,ADDR=6,CURRENT_MA=307,STATUS=NORMAL | METER_CAL,ADDR=6,RMS=138.47,GAIN=1,FLAG=OK,MEAN=292,PP=438 | IMHERE,ADDR=6"
2026-08-01T10:14:42.334,0.563042,223,201.59,1,OK,431,NORMAL,6,434,641,"METER_TEST,METER_CAL","METER_TEST,ADDR=6,CURRENT_MA=431,STATUS=NORMAL | METER_CAL,ADDR=6,RMS=201.59,GAIN=1,FLAG=OK,MEAN=434,PP=641"
2026-08-01T10:14:43.859,0.562110,3,241.08,1,OK,508,NORMAL,6,525,770,"METER_TEST,METER_CAL","METER_TEST,ADDR=6,CURRENT_MA=508,STATUS=NORMAL | METER_CAL,ADDR=6,RMS=241.08,GAIN=1,FLAG=OK,MEAN=525,PP=770"
2026-08-01T10:14:54.543,1.043392,3,242.10,1,OK,510,NORMAL,6,526,774,"METER_TEST,METER_CAL,IMHERE","METER_TEST,ADDR=6,CURRENT_MA=510,STATUS=NORMAL | METER_CAL,ADDR=6,RMS=242.10,GAIN=1,FLAG=OK,MEAN=526,PP=774 | IMHERE,ADDR=6"
2026-08-01T10:14:55.145,1.044919,214,391.66,1,OK,821,NORMAL,6,844,1234,"METER_TEST,METER_CAL","METER_TEST,ADDR=6,CURRENT_MA=821,STATUS=NORMAL | METER_CAL,ADDR=6,RMS=391.66,GAIN=1,FLAG=OK,MEAN=844,PP=1234"
2026-08-01T10:14:56.701,1.113905,3,561.57,1,OK,1185,NORMAL,6,1186,1802,"METER_TEST,METER_CAL","METER_TEST,ADDR=6,CURRENT_MA=1185,STATUS=NORMAL | METER_CAL,ADDR=6,RMS=561.57,GAIN=1,FLAG=OK,MEAN=1186,PP=1802"
2026-08-01T10:14:58.230,1.232957,3,553.96,1,OK,1168,NORMAL,6,1212,1844,"METER_TEST,METER_CAL","METER_TEST,ADDR=6,CURRENT_MA=1168,STATUS=NORMAL | METER_CAL,ADDR=6,RMS=553.96,GAIN=1,FLAG=OK,MEAN=1212,PP=1844"
2026-08-01T10:14:59.730,1.233990,3,554.78,1,OK,1170,NORMAL,6,1215,1825,"METER_TEST,METER_CAL","METER_TEST,ADDR=6,CURRENT_MA=1170,STATUS=NORMAL | METER_CAL,ADDR=6,RMS=554.78,GAIN=1,FLAG=OK,MEAN=1215,PP=1825"
2026-08-01T10:15:01.229,1.231734,3,554.59,1,BAD_INPUT,,,6,1209,1838,METER_CAL,"METER_CAL,ADDR=6,RMS=554.59,GAIN=1,FLAG=BAD_INPUT,MEAN=1209,PP=1838"
2026-08-01T10:15:02.759,1.231743,3,558.57,1,OK,1178,NORMAL,6,1215,1828,"METER_TEST,METER_CAL","METER_TEST,ADDR=6,CURRENT_MA=1178,STATUS=NORMAL | METER_CAL,ADDR=6,RMS=558.57,GAIN=1,FLAG=OK,MEAN=1215,PP=1828"
2026-08-01T10:15:04.260,0.572152,3,234.03,1,OK,494,NORMAL,6,507,729,"METER_TEST,METER_CAL","METER_TEST,ADDR=6,CURRENT_MA=494,STATUS=NORMAL | METER_CAL,ADDR=6,RMS=234.03,GAIN=1,FLAG=OK,MEAN=507,PP=729"
2026-08-01T10:15:14.913,0.563693,3,234.78,1,OK,496,NORMAL,6,508,748,"METER_TEST,METER_CAL,IMHERE","METER_TEST,ADDR=6,CURRENT_MA=496,STATUS=NORMAL | METER_CAL,ADDR=6,RMS=234.78,GAIN=1,FLAG=OK,MEAN=508,PP=748 | IMHERE,ADDR=6"
2026-08-01T10:15:15.516,0.563815,219,233.34,1,OK,493,NORMAL,6,506,745,"METER_TEST,METER_CAL","METER_TEST,ADDR=6,CURRENT_MA=493,STATUS=NORMAL | METER_CAL,ADDR=6,RMS=233.34,GAIN=1,FLAG=OK,MEAN=506,PP=745"
2026-08-01T10:15:17.040,0.562213,3,241.51,1,OK,509,NORMAL,6,526,763,"METER_TEST,METER_CAL","METER_TEST,ADDR=6,CURRENT_MA=509,STATUS=NORMAL | METER_CAL,ADDR=6,RMS=241.51,GAIN=1,FLAG=OK,MEAN=526,PP=763"
